,Y_pred,Y_test,Difference
35192,100.725,62.0,38.725
35193,100.725,62.0,38.725
35194,100.725,62.0,38.725
35195,100.725,62.0,38.725
35196,100.725,62.0,38.725
35197,100.725,62.0,38.725
35198,100.725,62.0,38.725
35199,100.725,62.0,38.725
35200,96.797,60.0,36.797
35201,96.797,60.0,36.797
35202,93.203,62.0,31.203
35203,93.203,62.0,31.203
35204,93.203,62.0,31.203
35205,93.203,62.0,31.203
35206,93.203,62.0,31.203
35207,93.203,62.0,31.203
35208,93.203,62.0,31.203
35209,93.203,62.0,31.203
35210,93.203,62.0,31.203
35211,93.203,62.0,31.203
35212,93.203,62.0,31.203
35213,93.203,62.0,31.203
35214,93.203,62.0,31.203
35215,93.203,62.0,31.203
35216,93.203,62.0,31.203
35217,93.203,62.0,31.203
35218,93.203,62.0,31.203
35219,93.203,62.0,31.203
35220,93.203,62.0,31.203
35221,93.203,62.0,31.203
35222,93.203,62.0,31.203
35223,93.203,62.0,31.203
35224,93.203,62.0,31.203
35225,93.203,62.0,31.203
35226,93.203,62.0,31.203
35227,93.203,62.0,31.203
35228,93.203,62.0,31.203
35229,93.203,62.0,31.203
35230,93.203,62.0,31.203
35231,87.984,60.0,27.984
35232,87.984,60.0,27.984
35233,103.688,62.0,41.688
35234,103.688,62.0,41.688
35235,103.688,62.0,41.688
35236,103.688,62.0,41.688
35237,103.688,62.0,41.688
35238,103.688,62.0,41.688
35239,103.688,62.0,41.688
35240,103.688,62.0,41.688
35241,103.688,62.0,41.688
35242,103.688,62.0,41.688
35243,103.688,62.0,41.688
35244,103.688,62.0,41.688
35245,103.688,62.0,41.688
35246,103.688,62.0,41.688
35247,103.688,62.0,41.688
35248,103.688,62.0,41.688
35249,103.688,62.0,41.688
35250,103.688,62.0,41.688
35251,103.688,62.0,41.688
35252,103.688,62.0,41.688
35253,103.688,62.0,41.688
35254,103.688,62.0,41.688
35255,103.688,62.0,41.688
35256,103.688,62.0,41.688
35257,103.688,62.0,41.688
35258,103.688,62.0,41.688
35259,103.688,62.0,41.688
35260,103.688,62.0,41.688
35261,103.688,62.0,41.688
35262,93.56,60.0,33.56
35263,93.56,60.0,33.56
35264,88.405,62.0,26.405
35265,88.405,62.0,26.405
35266,88.405,62.0,26.405
35267,88.405,62.0,26.405
35268,88.405,62.0,26.405
35269,88.405,62.0,26.405
35270,88.405,62.0,26.405
35271,88.405,62.0,26.405
35272,88.405,62.0,26.405
35273,88.405,62.0,26.405
35274,88.405,62.0,26.405
35275,88.405,62.0,26.405
35276,88.405,62.0,26.405
35277,88.405,62.0,26.405
35278,88.405,62.0,26.405
35279,88.405,62.0,26.405
35280,88.405,62.0,26.405
35281,88.405,62.0,26.405
35282,88.405,62.0,26.405
35283,88.405,62.0,26.405
35284,88.405,62.0,26.405
35285,88.405,62.0,26.405
35286,88.405,62.0,26.405
35287,88.405,62.0,26.405
35288,88.405,62.0,26.405
35289,88.405,62.0,26.405
35290,88.405,62.0,26.405
35291,88.405,62.0,26.405
35292,88.405,62.0,26.405
35293,76.674,60.0,16.674
35294,76.674,60.0,16.674
35295,91.399,62.0,29.399
35296,91.399,62.0,29.399
35297,91.399,62.0,29.399
35298,91.399,62.0,29.399
35299,91.399,62.0,29.399
35300,91.399,62.0,29.399
35301,91.399,62.0,29.399
35302,91.399,62.0,29.399
35303,91.399,62.0,29.399
35304,91.399,62.0,29.399
35305,91.399,62.0,29.399
35306,91.399,62.0,29.399
35307,91.399,62.0,29.399
35308,91.399,62.0,29.399
35309,91.399,62.0,29.399
35310,91.399,62.0,29.399
35311,91.399,62.0,29.399
35312,91.399,62.0,29.399
35313,91.399,62.0,29.399
35314,91.399,62.0,29.399
35315,91.399,62.0,29.399
35316,91.399,62.0,29.399
35317,91.399,62.0,29.399
35318,91.399,62.0,29.399
35319,91.399,62.0,29.399
35320,91.399,62.0,29.399
35321,91.399,62.0,29.399
35322,91.399,62.0,29.399
35323,91.399,62.0,29.399
35324,79.7,60.0,19.7
35325,79.7,60.0,19.7
35326,105.313,62.0,43.313
35327,105.313,62.0,43.313
35328,105.313,62.0,43.313
35329,105.313,62.0,43.313
35330,105.313,62.0,43.313
35331,105.313,62.0,43.313
35332,105.313,62.0,43.313
35333,105.313,62.0,43.313
35334,105.313,62.0,43.313
35335,105.313,62.0,43.313
35336,105.313,62.0,43.313
35337,105.313,62.0,43.313
35338,105.313,62.0,43.313
35339,105.313,62.0,43.313
35340,105.313,62.0,43.313
35341,105.313,62.0,43.313
35342,105.313,62.0,43.313
35343,105.313,62.0,43.313
35344,105.313,62.0,43.313
35345,105.313,62.0,43.313
35346,105.313,62.0,43.313
35347,105.313,62.0,43.313
35348,105.313,62.0,43.313
35349,105.313,62.0,43.313
35350,105.313,62.0,43.313
35351,105.313,62.0,43.313
35352,105.313,62.0,43.313
35353,105.313,62.0,43.313
35354,105.313,62.0,43.313
35355,102.573,60.0,42.573
35356,102.573,60.0,42.573
35357,98.39,62.0,36.39
35358,98.39,62.0,36.39
35359,98.39,62.0,36.39
35360,98.39,62.0,36.39
35361,98.39,62.0,36.39
35362,98.39,62.0,36.39
35363,98.39,62.0,36.39
35364,98.39,62.0,36.39
35365,98.39,62.0,36.39
35366,98.39,62.0,36.39
35367,98.39,62.0,36.39
35368,98.39,62.0,36.39
35369,98.39,62.0,36.39
35370,98.39,62.0,36.39
35371,98.39,62.0,36.39
35372,98.39,62.0,36.39
35373,98.39,62.0,36.39
35374,98.39,62.0,36.39
35375,98.39,62.0,36.39
35376,98.39,62.0,36.39
35377,98.39,62.0,36.39
35378,98.39,62.0,36.39
35379,98.39,62.0,36.39
35380,98.39,62.0,36.39
35381,98.39,62.0,36.39
35382,98.39,62.0,36.39
35383,98.39,62.0,36.39
35384,98.39,62.0,36.39
35385,98.39,62.0,36.39
35386,96.81,60.0,36.81
35387,96.81,60.0,36.81
35388,95.477,62.0,33.477
35389,95.477,62.0,33.477
35390,95.477,62.0,33.477
35391,95.477,62.0,33.477
35392,95.477,62.0,33.477
35393,95.477,62.0,33.477
35394,95.477,62.0,33.477
35395,95.477,62.0,33.477
35396,95.477,62.0,33.477
35397,95.477,62.0,33.477
35398,95.477,62.0,33.477
35399,95.477,62.0,33.477
35400,95.477,62.0,33.477
35401,95.477,62.0,33.477
35402,95.477,62.0,33.477
35403,95.477,62.0,33.477
35404,95.477,62.0,33.477
35405,95.477,62.0,33.477
35406,95.477,62.0,33.477
35407,95.477,62.0,33.477
35408,95.477,62.0,33.477
35409,95.477,62.0,33.477
35410,95.477,62.0,33.477
35411,95.477,62.0,33.477
35412,95.477,62.0,33.477
35413,95.477,62.0,33.477
35414,95.477,62.0,33.477
35415,95.477,62.0,33.477
35416,95.477,62.0,33.477
35417,87.798,60.0,27.798
35418,87.798,60.0,27.798
35419,97.558,62.0,35.558
35420,97.558,62.0,35.558
35421,97.558,62.0,35.558
35422,97.558,62.0,35.558
35423,97.558,62.0,35.558
35424,97.558,62.0,35.558
35425,97.558,62.0,35.558
35426,97.558,62.0,35.558
35427,97.558,62.0,35.558
35428,97.558,62.0,35.558
35429,97.558,62.0,35.558
35430,97.558,62.0,35.558
35431,97.558,62.0,35.558
35432,97.558,62.0,35.558
35433,97.558,62.0,35.558
35434,97.558,62.0,35.558
35435,97.558,62.0,35.558
35436,97.558,62.0,35.558
35437,97.558,62.0,35.558
35438,97.558,62.0,35.558
35439,97.558,62.0,35.558
35440,97.558,62.0,35.558
35441,97.558,62.0,35.558
35442,97.558,62.0,35.558
35443,97.558,62.0,35.558
35444,97.558,62.0,35.558
35445,97.558,62.0,35.558
35446,97.558,62.0,35.558
35447,97.558,62.0,35.558
35448,83.06,60.0,23.06
35449,83.06,60.0,23.06
35450,96.066,62.0,34.066
35451,96.066,62.0,34.066
35452,96.066,62.0,34.066
35453,96.066,62.0,34.066
35454,96.066,62.0,34.066
35455,96.066,62.0,34.066
35456,96.066,62.0,34.066
35457,96.066,62.0,34.066
35458,96.066,62.0,34.066
35459,96.066,62.0,34.066
35460,96.066,62.0,34.066
35461,96.066,62.0,34.066
35462,96.066,62.0,34.066
35463,96.066,62.0,34.066
35464,96.066,62.0,34.066
35465,96.066,62.0,34.066
35466,96.066,62.0,34.066
35467,96.066,62.0,34.066
35468,96.066,62.0,34.066
35469,96.066,62.0,34.066
35470,96.066,62.0,34.066
35471,96.066,62.0,34.066
35472,96.066,62.0,34.066
35473,96.066,62.0,34.066
35474,96.066,62.0,34.066
35475,96.066,62.0,34.066
35476,96.066,62.0,34.066
35477,96.066,62.0,34.066
35478,96.066,62.0,34.066
35479,96.619,60.0,36.619
35480,96.619,60.0,36.619
35481,117.461,84.0,33.461
35482,117.461,84.0,33.461
35483,111.935,84.0,27.935
35484,98.119,76.5,21.619
35485,106.42,76.5,29.92
35486,101.857,80.0,21.857
35487,101.857,80.0,21.857
35488,101.857,80.0,21.857
35489,101.857,80.0,21.857
35490,101.857,80.0,21.857
35491,101.857,80.0,21.857
35492,101.857,80.0,21.857
35493,101.857,80.0,21.857
35494,101.857,80.0,21.857
35495,101.857,80.0,21.857
35496,101.857,80.0,21.857
35497,101.857,80.0,21.857
35498,101.857,80.0,21.857
35499,101.857,80.0,21.857
35500,103.265,101.5,1.765
35501,103.265,101.5,1.765
35502,103.265,101.5,1.765
35503,103.265,101.5,1.765
35504,103.265,101.5,1.765
35505,103.265,101.5,1.765
35506,103.265,101.5,1.765
35507,103.265,101.5,1.765
35508,103.265,101.5,1.765
35509,103.265,101.5,1.765
35510,103.265,101.5,1.765
35511,103.265,101.5,1.765
35512,103.265,101.5,1.765
35513,103.265,101.5,1.765
35514,103.265,101.5,1.765
35515,103.265,101.5,1.765
35516,103.265,101.5,1.765
35517,103.265,101.5,1.765
35518,103.265,101.5,1.765
35519,103.265,101.5,1.765
35520,103.265,101.5,1.765
35521,103.265,101.5,1.765
35522,103.265,101.5,1.765
35523,103.265,101.5,1.765
35524,103.265,101.5,1.765
35525,103.265,101.5,1.765
35526,103.265,101.5,1.765
35527,103.265,101.5,1.765
35528,103.265,101.5,1.765
35529,103.265,101.5,1.765
35530,103.265,101.5,1.765
35531,103.265,101.5,1.765
35532,103.265,101.5,1.765
35533,103.265,101.5,1.765
35534,103.265,101.5,1.765
35535,103.265,101.5,1.765
35536,103.265,101.5,1.765
35537,103.265,101.5,1.765
35538,103.265,101.5,1.765
35539,103.265,101.5,1.765
35540,103.265,101.5,1.765
35541,103.265,101.5,1.765
35542,103.265,101.5,1.765
35543,103.265,101.5,1.765
35544,103.265,101.5,1.765
35545,103.265,101.5,1.765
35546,103.265,101.5,1.765
35547,102.809,101.5,1.309
35548,97.028,76.5,20.528
35549,90.142,62.0,28.142
35550,90.142,62.0,28.142
35551,90.142,62.0,28.142
35552,90.142,62.0,28.142
35553,90.142,62.0,28.142
35554,90.142,62.0,28.142
35555,90.142,62.0,28.142
35556,90.142,62.0,28.142
35557,90.142,62.0,28.142
35558,90.142,62.0,28.142
35559,90.142,62.0,28.142
35560,90.142,62.0,28.142
35561,90.142,62.0,28.142
35562,90.142,62.0,28.142
35563,90.142,62.0,28.142
35564,90.142,62.0,28.142
35565,90.142,62.0,28.142
35566,90.142,62.0,28.142
35567,90.142,62.0,28.142
35568,90.142,62.0,28.142
35569,90.142,62.0,28.142
35570,90.142,62.0,28.142
35571,90.142,62.0,28.142
35572,90.142,62.0,28.142
35573,90.142,62.0,28.142
35574,90.142,62.0,28.142
35575,90.142,62.0,28.142
35576,90.142,62.0,28.142
35577,90.142,62.0,28.142
35578,83.486,60.0,23.486
35579,83.486,60.0,23.486
35580,118.998,62.0,56.998
35581,118.998,62.0,56.998
35582,118.998,62.0,56.998
35583,118.998,62.0,56.998
35584,118.998,62.0,56.998
35585,118.998,62.0,56.998
35586,118.998,62.0,56.998
35587,118.998,62.0,56.998
35588,118.998,62.0,56.998
35589,118.998,62.0,56.998
35590,118.998,62.0,56.998
35591,118.998,62.0,56.998
35592,118.998,62.0,56.998
35593,118.998,62.0,56.998
35594,118.998,62.0,56.998
35595,118.998,62.0,56.998
35596,118.998,62.0,56.998
35597,118.998,62.0,56.998
35598,118.998,62.0,56.998
35599,118.998,62.0,56.998
35600,118.998,62.0,56.998
35601,118.998,62.0,56.998
35602,118.998,62.0,56.998
35603,118.998,62.0,56.998
35604,118.998,62.0,56.998
35605,118.998,62.0,56.998
35606,118.998,62.0,56.998
35607,118.998,62.0,56.998
35608,118.998,62.0,56.998
35609,110.056,60.0,50.056
35610,110.056,60.0,50.056
35611,110.572,62.0,48.572
35612,110.572,62.0,48.572
35613,110.572,62.0,48.572
35614,110.572,62.0,48.572
35615,110.572,62.0,48.572
35616,110.572,62.0,48.572
35617,110.572,62.0,48.572
35618,110.572,62.0,48.572
35619,110.572,62.0,48.572
35620,110.572,62.0,48.572
35621,110.572,62.0,48.572
35622,110.572,62.0,48.572
35623,110.572,62.0,48.572
35624,110.572,62.0,48.572
35625,110.572,62.0,48.572
35626,110.572,62.0,48.572
35627,110.572,62.0,48.572
35628,110.572,62.0,48.572
35629,110.572,62.0,48.572
35630,110.572,62.0,48.572
35631,110.572,62.0,48.572
35632,110.572,62.0,48.572
35633,110.572,62.0,48.572
35634,110.572,62.0,48.572
35635,110.572,62.0,48.572
35636,110.572,62.0,48.572
35637,110.572,62.0,48.572
35638,110.572,62.0,48.572
35639,110.572,62.0,48.572
35640,105.09,60.0,45.09
35641,105.09,60.0,45.09
35642,104.166,62.0,42.166
35643,104.166,62.0,42.166
35644,104.166,62.0,42.166
35645,104.166,62.0,42.166
35646,104.166,62.0,42.166
35647,104.166,62.0,42.166
35648,104.166,62.0,42.166
35649,104.166,62.0,42.166
35650,104.166,62.0,42.166
35651,104.166,62.0,42.166
35652,104.166,62.0,42.166
35653,104.166,62.0,42.166
35654,104.166,62.0,42.166
35655,104.166,62.0,42.166
35656,104.166,62.0,42.166
35657,104.166,62.0,42.166
35658,104.166,62.0,42.166
35659,104.166,62.0,42.166
35660,104.166,62.0,42.166
35661,104.166,62.0,42.166
35662,104.166,62.0,42.166
35663,104.166,62.0,42.166
35664,104.166,62.0,42.166
35665,104.166,62.0,42.166
35666,104.166,62.0,42.166
35667,104.166,62.0,42.166
35668,104.166,62.0,42.166
35669,104.166,62.0,42.166
35670,104.166,62.0,42.166
35671,91.662,60.0,31.662
35672,91.662,60.0,31.662
35673,105.174,62.0,43.174
35674,105.174,62.0,43.174
35675,105.174,62.0,43.174
35676,105.174,62.0,43.174
35677,105.174,62.0,43.174
35678,105.174,62.0,43.174
35679,105.174,62.0,43.174
35680,105.174,62.0,43.174
35681,105.174,62.0,43.174
35682,105.174,62.0,43.174
35683,105.174,62.0,43.174
35684,105.174,62.0,43.174
35685,105.174,62.0,43.174
35686,105.174,62.0,43.174
35687,105.174,62.0,43.174
35688,105.174,62.0,43.174
35689,105.174,62.0,43.174
35690,105.174,62.0,43.174
35691,105.174,62.0,43.174
35692,105.174,62.0,43.174
35693,105.174,62.0,43.174
35694,105.174,62.0,43.174
35695,105.174,62.0,43.174
35696,105.174,62.0,43.174
35697,105.174,62.0,43.174
35698,105.174,62.0,43.174
35699,105.174,62.0,43.174
35700,105.174,62.0,43.174
35701,105.174,62.0,43.174
35702,90.297,60.0,30.297
35703,90.297,60.0,30.297
35704,108.732,62.0,46.732
35705,108.732,62.0,46.732
35706,108.732,62.0,46.732
35707,108.732,62.0,46.732
35708,108.732,62.0,46.732
35709,108.732,62.0,46.732
35710,108.732,62.0,46.732
35711,108.732,62.0,46.732
35712,108.732,62.0,46.732
35713,108.732,62.0,46.732
35714,108.732,62.0,46.732
35715,108.732,62.0,46.732
35716,108.732,62.0,46.732
35717,108.732,62.0,46.732
35718,108.732,62.0,46.732
35719,108.732,62.0,46.732
35720,108.732,62.0,46.732
35721,108.732,62.0,46.732
35722,108.732,62.0,46.732
35723,108.732,62.0,46.732
35724,108.732,62.0,46.732
35725,108.732,62.0,46.732
35726,108.732,62.0,46.732
35727,108.732,62.0,46.732
35728,108.732,62.0,46.732
35729,108.732,62.0,46.732
35730,108.732,62.0,46.732
35731,108.732,62.0,46.732
35732,108.732,62.0,46.732
35733,105.223,60.0,45.223
35734,105.223,60.0,45.223
35735,94.877,62.0,32.877
35736,94.877,62.0,32.877
35737,94.877,62.0,32.877
35738,94.877,62.0,32.877
35739,94.877,62.0,32.877
35740,94.877,62.0,32.877
35741,94.877,62.0,32.877
35742,94.877,62.0,32.877
35743,94.877,62.0,32.877
35744,94.877,62.0,32.877
35745,94.877,62.0,32.877
35746,94.877,62.0,32.877
35747,94.877,62.0,32.877
35748,94.877,62.0,32.877
35749,94.877,62.0,32.877
35750,94.877,62.0,32.877
35751,94.877,62.0,32.877
35752,94.877,62.0,32.877
35753,94.877,62.0,32.877
35754,94.877,62.0,32.877
35755,94.877,62.0,32.877
35756,94.877,62.0,32.877
35757,94.877,62.0,32.877
35758,94.877,62.0,32.877
35759,94.877,62.0,32.877
35760,94.877,62.0,32.877
35761,94.877,62.0,32.877
35762,94.877,62.0,32.877
35763,94.877,62.0,32.877
35764,88.813,60.0,28.813
35765,88.813,60.0,28.813
35766,103.957,62.0,41.957
35767,103.957,62.0,41.957
35768,103.957,62.0,41.957
35769,103.957,62.0,41.957
35770,103.957,62.0,41.957
35771,103.957,62.0,41.957
35772,103.957,62.0,41.957
35773,103.957,62.0,41.957
35774,103.957,62.0,41.957
35775,103.957,62.0,41.957
35776,103.957,62.0,41.957
35777,103.957,62.0,41.957
35778,103.957,62.0,41.957
35779,103.957,62.0,41.957
35780,103.957,62.0,41.957
35781,103.957,62.0,41.957
35782,103.957,62.0,41.957
35783,103.957,62.0,41.957
35784,103.957,62.0,41.957
35785,103.957,62.0,41.957
35786,103.957,62.0,41.957
35787,103.957,62.0,41.957
35788,103.957,62.0,41.957
35789,103.957,62.0,41.957
35790,103.957,62.0,41.957
35791,103.957,62.0,41.957
35792,103.957,62.0,41.957
35793,103.957,62.0,41.957
35794,103.957,62.0,41.957
35795,92.698,60.0,32.698
35796,92.698,60.0,32.698
35797,114.898,62.0,52.898
35798,114.898,62.0,52.898
35799,114.898,62.0,52.898
35800,114.898,62.0,52.898
35801,114.898,62.0,52.898
35802,114.898,62.0,52.898
35803,114.898,62.0,52.898
35804,114.898,62.0,52.898
35805,114.898,62.0,52.898
35806,114.898,62.0,52.898
35807,114.898,62.0,52.898
35808,114.898,62.0,52.898
35809,114.898,62.0,52.898
35810,114.898,62.0,52.898
35811,114.898,62.0,52.898
35812,114.898,62.0,52.898
35813,114.898,62.0,52.898
35814,114.898,62.0,52.898
35815,114.898,62.0,52.898
35816,114.898,62.0,52.898
35817,114.898,62.0,52.898
35818,114.898,62.0,52.898
35819,114.898,62.0,52.898
35820,114.898,62.0,52.898
35821,114.898,62.0,52.898
35822,114.898,62.0,52.898
35823,114.898,62.0,52.898
35824,114.898,62.0,52.898
35825,114.898,62.0,52.898
35826,109.224,60.0,49.224
35827,109.224,60.0,49.224
35828,103.916,62.0,41.916
35829,103.916,62.0,41.916
35830,103.916,62.0,41.916
35831,103.916,62.0,41.916
35832,103.916,62.0,41.916
35833,103.916,62.0,41.916
35834,103.916,62.0,41.916
35835,103.916,62.0,41.916
35836,103.916,62.0,41.916
35837,103.916,62.0,41.916
35838,103.916,62.0,41.916
35839,103.916,62.0,41.916
35840,103.916,62.0,41.916
35841,103.916,62.0,41.916
35842,103.916,62.0,41.916
35843,103.916,62.0,41.916
35844,103.916,62.0,41.916
35845,103.916,62.0,41.916
35846,103.916,62.0,41.916
35847,103.916,62.0,41.916
35848,103.916,62.0,41.916
35849,103.916,62.0,41.916
35850,103.916,62.0,41.916
35851,103.916,62.0,41.916
35852,103.916,62.0,41.916
35853,103.916,62.0,41.916
35854,103.916,62.0,41.916
35855,103.916,62.0,41.916
35856,103.916,62.0,41.916
35857,91.884,60.0,31.884
35858,91.884,60.0,31.884
35859,104.926,76.5,28.426
35860,114.163,76.5,37.663
35861,107.581,55.96,51.621
35862,84.971,101.5,16.529
35863,84.971,101.5,16.529
35864,84.971,101.5,16.529
35865,84.971,101.5,16.529
35866,84.971,101.5,16.529
35867,84.971,101.5,16.529
35868,84.971,101.5,16.529
35869,84.971,101.5,16.529
35870,84.971,101.5,16.529
35871,84.971,101.5,16.529
35872,84.971,101.5,16.529
35873,84.971,101.5,16.529
35874,84.971,101.5,16.529
35875,84.971,101.5,16.529
35876,84.971,101.5,16.529
35877,84.971,101.5,16.529
35878,84.971,101.5,16.529
35879,84.971,101.5,16.529
35880,84.971,101.5,16.529
35881,84.971,101.5,16.529
35882,84.971,101.5,16.529
35883,84.971,101.5,16.529
35884,84.971,101.5,16.529
35885,84.971,101.5,16.529
35886,84.971,101.5,16.529
35887,84.971,101.5,16.529
35888,84.971,101.5,16.529
35889,84.971,101.5,16.529
35890,84.971,101.5,16.529
35891,84.971,101.5,16.529
35892,84.971,101.5,16.529
35893,84.971,101.5,16.529
35894,84.971,101.5,16.529
35895,84.971,101.5,16.529
35896,84.971,101.5,16.529
35897,84.971,101.5,16.529
35898,84.971,101.5,16.529
35899,84.971,101.5,16.529
35900,84.971,101.5,16.529
35901,84.971,101.5,16.529
35902,84.971,101.5,16.529
35903,84.971,101.5,16.529
35904,84.971,101.5,16.529
35905,84.971,101.5,16.529
35906,84.971,101.5,16.529
35907,84.971,101.5,16.529
35908,84.971,101.5,16.529
35909,84.971,101.5,16.529
35910,84.971,101.5,16.529
35911,84.971,101.5,16.529
35912,84.971,101.5,16.529
35913,84.971,101.5,16.529
35914,84.971,101.5,16.529
35915,84.971,101.5,16.529
35916,84.971,101.5,16.529
35917,84.971,101.5,16.529
35918,84.971,101.5,16.529
35919,84.971,101.5,16.529
35920,84.971,101.5,16.529
35921,84.971,101.5,16.529
35922,84.971,101.5,16.529
35923,84.971,101.5,16.529
35924,84.971,101.5,16.529
35925,84.971,101.5,16.529
35926,84.971,101.5,16.529
35927,84.971,101.5,16.529
35928,84.971,101.5,16.529
35929,84.971,101.5,16.529
35930,84.971,101.5,16.529
35931,84.971,101.5,16.529
35932,94.783,101.5,6.717
35933,94.783,101.5,6.717
35934,94.783,101.5,6.717
35935,94.783,101.5,6.717
35936,94.783,101.5,6.717
35937,94.783,101.5,6.717
35938,94.783,101.5,6.717
35939,94.783,101.5,6.717
35940,94.783,101.5,6.717
35941,94.783,101.5,6.717
35942,94.783,101.5,6.717
35943,94.783,101.5,6.717
35944,94.783,101.5,6.717
35945,94.783,101.5,6.717
35946,94.783,101.5,6.717
35947,94.783,101.5,6.717
35948,94.783,101.5,6.717
35949,94.783,101.5,6.717
35950,94.783,101.5,6.717
35951,94.783,101.5,6.717
35952,94.783,101.5,6.717
35953,94.783,101.5,6.717
35954,94.783,101.5,6.717
35955,94.783,101.5,6.717
35956,94.783,101.5,6.717
35957,94.783,101.5,6.717
35958,94.783,101.5,6.717
35959,94.783,101.5,6.717
35960,94.783,101.5,6.717
35961,94.783,101.5,6.717
35962,94.783,101.5,6.717
35963,94.783,101.5,6.717
35964,94.783,101.5,6.717
35965,94.783,101.5,6.717
35966,94.783,101.5,6.717
35967,94.783,101.5,6.717
35968,94.783,101.5,6.717
35969,94.783,101.5,6.717
35970,94.783,101.5,6.717
35971,94.783,101.5,6.717
35972,94.783,101.5,6.717
35973,94.783,101.5,6.717
35974,94.783,101.5,6.717
35975,94.783,101.5,6.717
35976,94.783,101.5,6.717
35977,94.783,101.5,6.717
35978,94.783,101.5,6.717
35979,94.783,101.5,6.717
35980,94.783,101.5,6.717
35981,94.783,101.5,6.717
35982,94.783,101.5,6.717
35983,94.783,101.5,6.717
35984,94.783,101.5,6.717
35985,94.783,101.5,6.717
35986,94.783,101.5,6.717
35987,94.783,101.5,6.717
35988,94.783,101.5,6.717
35989,94.783,101.5,6.717
35990,89.8,101.5,11.7
35991,89.8,101.5,11.7
35992,89.8,101.5,11.7
35993,89.8,101.5,11.7
35994,89.8,101.5,11.7
35995,89.8,101.5,11.7
35996,89.8,101.5,11.7
35997,89.8,101.5,11.7
35998,89.8,101.5,11.7
35999,89.8,101.5,11.7
36000,89.8,101.5,11.7
36001,89.8,101.5,11.7
36002,89.8,101.5,11.7
36003,89.8,101.5,11.7
36004,89.8,101.5,11.7
36005,89.8,101.5,11.7
36006,89.8,101.5,11.7
36007,89.8,101.5,11.7
36008,89.8,101.5,11.7
36009,89.8,101.5,11.7
36010,89.8,101.5,11.7
36011,89.8,101.5,11.7
36012,89.8,101.5,11.7
36013,89.8,101.5,11.7
36014,89.8,101.5,11.7
36015,89.8,101.5,11.7
36016,89.8,101.5,11.7
36017,89.8,101.5,11.7
36018,89.8,101.5,11.7
36019,89.8,101.5,11.7
36020,89.8,101.5,11.7
36021,89.8,101.5,11.7
36022,89.8,101.5,11.7
36023,89.8,101.5,11.7
36024,89.8,101.5,11.7
36025,89.8,101.5,11.7
36026,89.8,101.5,11.7
36027,89.8,101.5,11.7
36028,89.8,101.5,11.7
36029,89.8,101.5,11.7
36030,89.8,101.5,11.7
36031,89.8,101.5,11.7
36032,89.8,101.5,11.7
36033,89.8,101.5,11.7
36034,89.8,101.5,11.7
36035,89.8,101.5,11.7
36036,89.8,101.5,11.7
36037,89.8,101.5,11.7
36038,89.8,101.5,11.7
36039,89.8,101.5,11.7
36040,89.8,101.5,11.7
36041,89.8,101.5,11.7
36042,89.8,101.5,11.7
36043,89.8,101.5,11.7
36044,89.8,101.5,11.7
36045,89.8,101.5,11.7
36046,89.8,101.5,11.7
36047,89.8,101.5,11.7
36048,88.766,80.0,8.766
36049,88.766,80.0,8.766
36050,88.766,80.0,8.766
36051,88.766,80.0,8.766
36052,88.766,80.0,8.766
36053,88.766,80.0,8.766
36054,88.766,80.0,8.766
36055,88.766,80.0,8.766
36056,88.766,80.0,8.766
36057,88.766,80.0,8.766
36058,90.452,80.0,10.452
36059,90.452,80.0,10.452
36060,90.452,80.0,10.452
36061,86.978,80.0,6.978
36062,86.978,80.0,6.978
36063,86.978,80.0,6.978
36064,86.978,80.0,6.978
36065,86.978,80.0,6.978
36066,86.978,80.0,6.978
36067,86.978,80.0,6.978
36068,86.978,80.0,6.978
36069,86.978,80.0,6.978
36070,86.978,80.0,6.978
36071,89.16,80.0,9.16
36072,89.16,80.0,9.16
36073,89.16,80.0,9.16
36074,89.16,80.0,9.16
36075,89.16,80.0,9.16
36076,89.16,80.0,9.16
36077,104.84,101.5,3.34
36078,104.84,101.5,3.34
36079,104.84,101.5,3.34
36080,104.84,101.5,3.34
36081,104.84,101.5,3.34
36082,104.84,101.5,3.34
36083,104.84,101.5,3.34
36084,104.84,101.5,3.34
36085,104.84,101.5,3.34
36086,104.84,101.5,3.34
36087,104.84,101.5,3.34
36088,104.84,101.5,3.34
36089,104.84,101.5,3.34
36090,104.84,101.5,3.34
36091,104.84,101.5,3.34
36092,94.722,76.5,18.222
36093,101.922,111.5,9.578
36094,100.135,66.13,34.005
36095,96.179,120.0,23.821
36096,96.179,120.0,23.821
36097,96.179,120.0,23.821
36098,96.179,120.0,23.821
36099,96.179,120.0,23.821
36100,96.179,120.0,23.821
36101,96.179,120.0,23.821
36102,96.179,120.0,23.821
36103,96.179,120.0,23.821
36104,96.179,120.0,23.821
36105,96.179,120.0,23.821
36106,96.179,120.0,23.821
36107,96.179,120.0,23.821
36108,96.179,120.0,23.821
36109,96.179,120.0,23.821
36110,96.179,120.0,23.821
36111,96.179,120.0,23.821
36112,96.179,120.0,23.821
36113,96.179,120.0,23.821
36114,96.179,120.0,23.821
36115,88.201,120.0,31.799
36116,88.201,120.0,31.799
36117,88.201,120.0,31.799
36118,88.201,120.0,31.799
36119,88.201,120.0,31.799
36120,88.201,120.0,31.799
36121,88.201,120.0,31.799
36122,88.201,120.0,31.799
36123,88.201,120.0,31.799
